 number of core fcc atoms:           0
  
 number of shell fcc atoms:           0
  
 number of core hcp atoms:           0
  
 number of shell hcp atoms:           0
  
 number of core bcc atoms:           0
  
 number of shell bcc atoms:           0
  
 number of core ICO atoms:           0
  
 number of shell ICO atoms:           0
  
 number of crystalline atoms:           0
  
 number of amorphous atoms:        5000
 i:	cp1:	neib:
        1268	           0	           0
        1269	           0	           0
        1270	           0	           0
        1271	           0	           0
        1272	           0	           0
        1273	           0	           0
        1274	           0	           0
        1275	           0	           0
        1276	           0	           0
        1277	           0	           0
        1278	           0	           0
        1279	           0	           0
        1280	           0	           0
        1281	           0	           0
        1282	           0	           0
        1283	           0	           0
        1284	           0	           0
        1285	           0	           0
        1286	           0	           0
        1287	           0	           0
        1288	           0	           0
        1289	           0	           0
        1290	           0	           0
        1291	           0	           0
        1292	           0	           0
        1293	           0	           0
        1294	           0	           0
        1295	           0	           0
        1296	           0	           0
        1297	           0	           0
        1298	           0	           0
        1299	           0	           0
        1300	           0	           0
        1301	           0	           0
        1302	           0	           0
        1303	           0	           0
        1304	           0	           0
        1305	           0	           0
        1306	           0	           0
        1307	           0	           0
        1308	           0	           0
        1309	           0	           0
        1310	           0	           0
        1311	           0	           0
        1312	           0	           0
        1313	           0	           0
        1314	           0	           0
        1315	           0	           0
        1316	           0	           0
        1317	           0	           0
        1318	           0	           0
        1319	           0	           0
        1320	           0	           0
        1321	           0	           0
        1322	           0	           0
        1323	           0	           0
        1324	           0	           0
        1325	           0	           0
        1326	           0	           0
        1327	           0	           0
        1328	           0	           0
        1329	           0	           0
        1330	           0	           0
        1331	           0	           0
        1332	           0	           0
        1333	           0	           0
        1334	           0	           0
        1335	           0	           0
        1336	           0	           0
        1337	           0	           0
        1338	           0	           0
        1339	           0	           0
        1340	           0	           0
        1341	           0	           0
        1342	           0	           0
        1343	           0	           0
        1344	           0	           0
        1345	           0	           0
        1346	           0	           0
        1347	           0	           0
        1348	           0	           0
        1349	           0	           0
        1350	           0	           0
        1351	           0	           0
        1352	           0	           0
        1353	           0	           0
        1354	           0	           0
        1355	           0	           0
        1356	           0	           0
        1357	           0	           0
        1358	           0	           0
        1359	           0	           0
        1360	           0	           0
        1361	           0	           0
        1362	           0	           0
        1363	           0	           0
        1364	           0	           0
        1365	           0	           0
        1366	           0	           0
        1367	           0	           0
        1368	           0	           0
        1369	           0	           0
        1370	           0	           0
        1371	           0	           0
        1372	           0	           0
        1373	           0	           0
        1374	           0	           0
        1375	           0	           0
        1376	           0	           0
        1377	           0	           0
        1378	           0	           0
        1379	           0	           0
        1380	           0	           0
        1381	           0	           0
        1382	           0	           0
        1383	           0	           0
        1384	           0	           0
        1385	           0	           0
        1386	           0	           0
        1387	           0	           0
        1388	           0	           0
        1389	           0	           0
        1390	           0	           0
        1391	           0	           0
        1392	           0	           0
        1393	           0	           0
        1394	           0	           0
        1395	           0	           0
        1396	           0	           0
        1397	           0	           0
        1398	           0	           0
        1399	           0	           0
        1400	           0	           0
        1401	           0	           0
        1402	           0	           0
        1403	           0	           0
        1404	           0	           0
        1405	           0	           0
        1406	           0	           0
        1407	           0	           0
        1408	           0	           0
        1409	           0	           0
        1410	           0	           0
        1411	           0	           0
        1412	           0	           0
        1413	           0	           0
        1414	           0	           0
        1415	           0	           0
        1416	           0	           0
        1417	           0	           0
        1418	           0	           0
        1419	           0	           0
        1420	           0	           0
        1421	           0	           0
        1422	           0	           0
        1423	           0	           0
        1424	           0	           0
        1425	           0	           0
        1426	           0	           0
        1427	           0	           0
        1428	           0	           0
        1429	           0	           0
        1430	           0	           0
        1431	           0	           0
        1432	           0	           0
        1433	           0	           0
        1434	           0	           0
        1435	           0	           0
        1436	           0	           0
        1437	           0	           0
        1438	           0	           0
        1439	           0	           0
        1440	           0	           0
        1441	           0	           0
        1442	           0	           0
        1443	           0	           0
        1444	           0	           0
        1445	           0	           0
        1446	           0	           0
        1447	           0	           0
        1448	           0	           0
        1449	           0	           0
        1450	           0	           0
        1451	           0	           0
        1452	           0	           0
        1453	           0	           0
        1454	           0	           0
        1455	           0	           0
        1456	           0	           0
        1457	           0	           0
        1458	           0	           0
        1459	           0	           0
        1460	           0	           0
        1461	           0	           0
        1462	           0	           0
        1463	           0	           0
        1464	           0	           0
        1465	           0	           0
        1466	           0	           0
        1467	           0	           0
        1468	           0	           0
        1469	           0	           0
        1470	           0	           0
        1471	           0	           0
        1472	           0	           0
        1473	           0	           0
        1474	           0	           0
        1475	           0	           0
        1476	           0	           0
        1477	           0	           0
        1478	           0	           0
        1479	           0	           0
        1480	           0	           0
        1481	           0	           0
        1482	           0	           0
        1483	           0	           0
        1484	           0	           0
        1485	           0	           0
        1486	           0	           0
        1487	           0	           0
        1488	           0	           0
        1489	           0	           0
        1490	           0	           0
        1491	           0	           0
        1492	           0	           0
        1493	           0	           0
        1494	           0	           0
        1495	           0	           0
        1496	           0	           0
        1497	           0	           0
        1498	           0	           0
        1499	           0	           0
        1500	           0	           0
        1501	           0	           0
        1502	           0	           0
        1503	           0	           0
        1504	           0	           0
        1505	           0	           0
        1506	           0	           0
        1507	           0	           0
        1508	           0	           0
        1509	           0	           0
        1510	           0	           0
        1511	           0	           0
        1512	           0	           0
        1513	           0	           0
        1514	           0	           0
        1515	           0	           0
        1516	           0	           0
        1517	           0	           0
        1518	           0	           0
        1519	           0	           0
        1520	           0	           0
        1521	           0	           0
        1522	           0	           0
        1523	           0	           0
        1524	           0	           0
        1525	           0	           0
        1526	           0	           0
        1527	           0	           0
        1528	           0	           0
        1529	           0	           0
        1530	           0	           0
        1531	           0	           0
        1532	           0	           0
        1533	           0	           0
        1534	           0	           0
        1535	           0	           0
        1536	           0	           0
        1537	           0	           0
        1538	           0	           0
        1539	           0	           0
        1540	           0	           0
        1541	           0	           0
        1542	           0	           0
        1543	           0	           0
        1544	           0	           0
        1545	           0	           0
        1546	           0	           0
        1547	           0	           0
        1548	           0	           0
        1549	           0	           0
        1550	           0	           0
        1551	           0	           0
        1552	           0	           0
        1553	           0	           0
        1554	           0	           0
        1555	           0	           0
        1556	           0	           0
        1557	           0	           0
        1558	           0	           0
        1559	           0	           0
        1560	           0	           0
        1561	           0	           0
        1562	           0	           0
        1563	           0	           0
        1564	           0	           0
        1565	           0	           0
        1566	           0	           0
        1567	           0	           0
        1568	           0	           0
        1569	           0	           0
        1570	           0	           0
        1571	           0	           0
        1572	           0	           0
        1573	           0	           0
        1574	           0	           0
        1575	           0	           0
        1576	           0	           0
        1577	           0	           0
        1578	           0	           0
        1579	           0	           0
        1580	           0	           0
        1581	           0	           0
        1582	           0	           0
        1583	           0	           0
        1584	           0	           0
        1585	           0	           0
        1586	           0	           0
        1587	           0	           0
        1588	           0	           0
        1589	           0	           0
        1590	           0	           0
        1591	           0	           0
        1592	           0	           0
        1593	           0	           0
        1594	           0	           0
        1595	           0	           0
        1596	           0	           0
        1597	           0	           0
        1598	           0	           0
        1599	           0	           0
        1600	           0	           0
        1601	           0	           0
        1602	           0	           0
        1603	           0	           0
        1604	           0	           0
        1605	           0	           0
        1606	           0	           0
        1607	           0	           0
        1608	           0	           0
        1609	           0	           0
        1610	           0	           0
        1611	           0	           0
        1612	           0	           0
        1613	           0	           0
        1614	           0	           0
        1615	           0	           0
        1616	           0	           0
        1617	           0	           0
        1618	           0	           0
        1619	           0	           0
        1620	           0	           0
        1621	           0	           0
        1622	           0	           0
        1623	           0	           0
        1624	           0	           0
        1625	           0	           0
        1626	           0	           0
        1627	           0	           0
        1628	           0	           0
        1629	           0	           0
        1630	           0	           0
        1631	           0	           0
        1632	           0	           0
        1633	           0	           0
        1634	           0	           0
        1635	           0	           0
        1636	           0	           0
        1637	           0	           0
        1638	           0	           0
        1639	           0	           0
        1640	           0	           0
        1641	           0	           0
        1642	           0	           0
        1643	           0	           0
        1644	           0	           0
        1645	           0	           0
        1646	           0	           0
        1647	           0	           0
        1648	           0	           0
        1649	           0	           0
        1650	           0	           0
        1651	           0	           0
        1652	           0	           0
        1653	           0	           0
        1654	           0	           0
        1655	           0	           0
        1656	           0	           0
        1657	           0	           0
        1658	           0	           0
        1659	           0	           0
        1660	           0	           0
        1661	           0	           0
        1662	           0	           0
        1663	           0	           0
        1664	           0	           0
        1665	           0	           0
        1666	           0	           0
        1667	           0	           0
        1668	           0	           0
        1669	           0	           0
        1670	           0	           0
        1671	           0	           0
        1672	           0	           0
        1673	           0	           0
        1674	           0	           0
        1675	           0	           0
        1676	           0	           0
        1677	           0	           0
        1678	           0	           0
        1679	           0	           0
        1680	           0	           0
        1681	           0	           0
        1682	           0	           0
        1683	           0	           0
        1684	           0	           0
        1685	           0	           0
        1686	           0	           0
        1687	           0	           0
        1688	           0	           0
        1689	           0	           0
        1690	           0	           0
        1691	           0	           0
        1692	           0	           0
        1693	           0	           0
        1694	           0	           0
        1695	           0	           0
        1696	           0	           0
        1697	           0	           0
        1698	           0	           0
        1699	           0	           0
        1700	           0	           0
        1701	           0	           0
        1702	           0	           0
        1703	           0	           0
        1704	           0	           0
        1705	           0	           0
        1706	           0	           0
        1707	           0	           0
        1708	           0	           0
        1709	           0	           0
        1710	           0	           0
        1711	           0	           0
        1712	           0	           0
        1713	           0	           0
        1714	           0	           0
        1715	           0	           0
        1716	           0	           0
        1717	           0	           0
        1718	           0	           0
        1719	           0	           0
        1720	           0	           0
        1721	           0	           0
        1722	           0	           0
        1723	           0	           0
        1724	           0	           0
        1725	           0	           0
        1726	           0	           0
        1727	           0	           0
        1728	           0	           0
        1729	           0	           0
        1730	           0	           0
        1731	           0	           0
        1732	           0	           0
        1733	           0	           0
        1734	           0	           0
        1735	           0	           0
        1736	           0	           0
        1737	           0	           0
        1738	           0	           0
        1739	           0	           0
        1740	           0	           0
        1741	           0	           0
        1742	           0	           0
        1743	           0	           0
        1744	           0	           0
        1745	           0	           0
        1746	           0	           0
        1747	           0	           0
        1748	           0	           0
        1749	           0	           0
        1750	           0	           0
        1751	           0	           0
        1752	           0	           0
        1753	           0	           0
        1754	           0	           0
        1755	           0	           0
        1756	           0	           0
        1757	           0	           0
        1758	           0	           0
        1759	           0	           0
        1760	           0	           0
        1761	           0	           0
        1762	           0	           0
        1763	           0	           0
        1764	           0	           0
        1765	           0	           0
        1766	           0	           0
        1767	           0	           0
        1768	           0	           0
        1769	           0	           0
        1770	           0	           0
        1771	           0	           0
        1772	           0	           0
        1773	           0	           0
        1774	           0	           0
        1775	           0	           0
        1776	           0	           0
        1777	           0	           0
        1778	           0	           0
        1779	           0	           0
        1780	           0	           0
        1781	           0	           0
        1782	           0	           0
        1783	           0	           0
        1784	           0	           0
        1785	           0	           0
        1786	           0	           0
        1787	           0	           0
        1788	           0	           0
        1789	           0	           0
        1790	           0	           0
        1791	           0	           0
        1792	           0	           0
        1793	           0	           0
        1794	           0	           0
        1795	           0	           0
        1796	           0	           0
        1797	           0	           0
        1798	           0	           0
        1799	           0	           0
        1800	           0	           0
        1801	           0	           0
        1802	           0	           0
        1803	           0	           0
        1804	           0	           0
        1805	           0	           0
        1806	           0	           0
        1807	           0	           0
        1808	           0	           0
        1809	           0	           0
        1810	           0	           0
        1811	           0	           0
        1812	           0	           0
        1813	           0	           0
        1814	           0	           0
        1815	           0	           0
        1816	           0	           0
        1817	           0	           0
        1818	           0	           0
        1819	           0	           0
        1820	           0	           0
        1821	           0	           0
        1822	           0	           0
        1823	           0	           0
        1824	           0	           0
        1825	           0	           0
        1826	           0	           0
        1827	           0	           0
        1828	           0	           0
        1829	           0	           0
        1830	           0	           0
        1831	           0	           0
        1832	           0	           0
        1833	           0	           0
        1834	           0	           0
        1835	           0	           0
        1836	           0	           0
        1837	           0	           0
        1838	           0	           0
        1839	           0	           0
        1840	           0	           0
        1841	           0	           0
        1842	           0	           0
        1843	           0	           0
        1844	           0	           0
        1845	           0	           0
        1846	           0	           0
        1847	           0	           0
        1848	           0	           0
        1849	           0	           0
        1850	           0	           0
        1851	           0	           0
        1852	           0	           0
        1853	           0	           0
        1854	           0	           0
        1855	           0	           0
        1856	           0	           0
        1857	           0	           0
        1858	           0	           0
        1859	           0	           0
        1860	           0	           0
        1861	           0	           0
        1862	           0	           0
        1863	           0	           0
        1864	           0	           0
        1865	           0	           0
        1866	           0	           0
        1867	           0	           0
        1868	           0	           0
        1869	           0	           0
        1870	           0	           0
        1871	           0	           0
        1872	           0	           0
        1873	           0	           0
        1874	           0	           0
        1875	           0	           0
        1876	           0	           0
        1877	           0	           0
        1878	           0	           0
        1879	           0	           0
        1880	           0	           0
        1881	           0	           0
        1882	           0	           0
        1883	           0	           0
        1884	           0	           0
        1885	           0	           0
        1886	           0	           0
        1887	           0	           0
        1888	           0	           0
        1889	           0	           0
        1890	           0	           0
        1891	           0	           0
        1892	           0	           0
        1893	           0	           0
        1894	           0	           0
        1895	           0	           0
        1896	           0	           0
        1897	           0	           0
        1898	           0	           0
        1899	           0	           0
        1900	           0	           0
        1901	           0	           0
        1902	           0	           0
        1903	           0	           0
        1904	           0	           0
        1905	           0	           0
        1906	           0	           0
        1907	           0	           0
        1908	           0	           0
        1909	           0	           0
        1910	           0	           0
        1911	           0	           0
        1912	           0	           0
        1913	           0	           0
        1914	           0	           0
        1915	           0	           0
        1916	           0	           0
        1917	           0	           0
        1918	           0	           0
        1919	           0	           0
        1920	           0	           0
        1921	           0	           0
        1922	           0	           0
        1923	           0	           0
        1924	           0	           0
        1925	           0	           0
        1926	           0	           0
        1927	           0	           0
        1928	           0	           0
        1929	           0	           0
        1930	           0	           0
        1931	           0	           0
        1932	           0	           0
        1933	           0	           0
        1934	           0	           0
        1935	           0	           0
        1936	           0	           0
        1937	           0	           0
        1938	           0	           0
        1939	           0	           0
        1940	           0	           0
        1941	           0	           0
        1942	           0	           0
        1943	           0	           0
        1944	           0	           0
        1945	           0	           0
        1946	           0	           0
        1947	           0	           0
        1948	           0	           0
        1949	           0	           0
        1950	           0	           0
        1951	           0	           0
        1952	           0	           0
        1953	           0	           0
        1954	           0	           0
        1955	           0	           0
        1956	           0	           0
        1957	           0	           0
        1958	           0	           0
        1959	           0	           0
        1960	           0	           0
        1961	           0	           0
        1962	           0	           0
        1963	           0	           0
        1964	           0	           0
        1965	           0	           0
        1966	           0	           0
        1967	           0	           0
        1968	           0	           0
        1969	           0	           0
        1970	           0	           0
        1971	           0	           0
        1972	           0	           0
        1973	           0	           0
        1974	           0	           0
        1975	           0	           0
        1976	           0	           0
        1977	           0	           0
        1978	           0	           0
        1979	           0	           0
        1980	           0	           0
        1981	           0	           0
        1982	           0	           0
        1983	           0	           0
        1984	           0	           0
        1985	           0	           0
        1986	           0	           0
        1987	           0	           0
        1988	           0	           0
        1989	           0	           0
        1990	           0	           0
        1991	           0	           0
        1992	           0	           0
        1993	           0	           0
        1994	           0	           0
        1995	           0	           0
        1996	           0	           0
        1997	           0	           0
        1998	           0	           0
        1999	           0	           0
        2000	           0	           0
        2001	           0	          13
        2002	           0	          13
        2003	           0	          14
        2004	           0	          13
        2005	           0	          11
        2006	           0	          13
        2007	           0	          12
        2008	           0	          13
        2009	           0	          13
        2010	           0	          14
        2011	           0	          12
        2012	           0	          14
        2013	           0	          14
        2014	           0	          13
        2015	           0	          15
        2016	           0	          12
        2017	           0	          12
        2018	           0	          11
        2019	           0	          13
        2020	           0	          12
        2021	           0	          12
        2022	           0	          14
        2023	           0	          13
        2024	           0	          15
        2025	           0	          13
        2026	           0	          14
        2027	           0	          12
        2028	           0	          14
        2029	           0	          12
        2030	           0	          14
        2031	           0	          12
        2032	           0	          15
        2033	           0	          12
        2034	           0	          12
        2035	           0	          14
        2036	           0	          14
        2037	           0	          14
        2038	           0	          15
        2039	           0	          13
        2040	           0	          13
        2041	           0	          13
        2042	           0	          12
        2043	           0	          13
        2044	           0	          10
        2045	           0	          14
        2046	           0	          11
        2047	           0	          13
        2048	           0	          14
        2049	           0	          13
        2050	           0	          13
        2051	           0	          12
        2052	           0	          13
        2053	           0	          13
        2054	           0	          14
        2055	           0	          13
        2056	           0	          12
        2057	           0	          14
        2058	           0	          16
        2059	           0	          12
        2060	           0	          11
        2061	           0	          11
        2062	           0	          13
        2063	           0	          14
        2064	           0	          13
        2065	           0	          12
        2066	           0	          13
        2067	           0	          14
        2068	           0	          13
        2069	           0	          12
        2070	           0	          13
        2071	           0	          12
        2072	           0	          14
        2073	           0	          13
        2074	           0	          13
        2075	           0	          14
        2076	           0	          13
        2077	           0	          15
        2078	           0	          12
        2079	           0	          12
        2080	           0	          13
        2081	           0	          13
        2082	           0	          13
        2083	           0	          12
        2084	           0	          12
        2085	           0	          13
        2086	           0	          14
        2087	           0	          16
        2088	           0	          13
        2089	           0	          11
        2090	           0	          12
        2091	           0	          13
        2092	           0	          13
        2093	           0	          14
        2094	           0	          15
        2095	           0	          15
        2096	           0	          12
        2097	           0	          13
        2098	           0	          12
        2099	           0	          11
        2100	           0	          16
        2101	           0	          14
        2102	           0	          15
        2103	           0	          14
        2104	           0	          14
        2105	           0	          13
        2106	           0	          13
        2107	           0	          13
        2108	           0	          12
        2109	           0	          11
        2110	           0	          12
        2111	           0	          13
        2112	           0	          13
        2113	           0	          13
        2114	           0	          13
        2115	           0	          12
        2116	           0	          13
        2117	           0	          14
        2118	           0	          13
        2119	           0	          13
        2120	           0	          14
        2121	           0	          13
        2122	           0	          11
        2123	           0	          12
        2124	           0	          12
        2125	           0	          13
        2126	           0	          13
        2127	           0	          13
        2128	           0	          13
        2129	           0	          12
        2130	           0	          14
        2131	           0	          12
        2132	           0	          13
        2133	           0	          14
        2134	           0	          13
        2135	           0	          12
        2136	           0	          15
        2137	           0	          12
        2138	           0	          14
        2139	           0	          13
        2140	           0	          12
        2141	           0	          15
        2142	           0	          15
        2143	           0	          13
        2144	           0	          14
        2145	           0	          14
        2146	           0	          13
        2147	           0	          12
        2148	           0	          11
        2149	           0	          13
        2150	           0	          13
        2151	           0	          14
        2152	           0	          13
        2153	           0	          13
        2154	           0	          14
        2155	           0	          14
        2156	           0	          14
        2157	           0	          13
        2158	           0	          11
        2159	           0	          12
        2160	           0	          14
        2161	           0	          15
        2162	           0	          11
        2163	           0	          12
        2164	           0	          13
        2165	           0	          12
        2166	           0	          12
        2167	           0	          13
        2168	           0	          13
        2169	           0	          12
        2170	           0	          11
        2171	           0	          15
        2172	           0	          13
        2173	           0	          15
        2174	           0	          13
        2175	           0	          15
        2176	           0	          13
        2177	           0	          13
        2178	           0	          13
        2179	           0	          10
        2180	           0	          13
        2181	           0	          11
        2182	           0	          13
        2183	           0	          13
        2184	           0	          12
        2185	           0	          13
        2186	           0	          14
        2187	           0	          14
        2188	           0	          15
        2189	           0	          14
        2190	           0	          13
        2191	           0	          12
        2192	           0	          13
        2193	           0	          14
        2194	           0	          11
        2195	           0	          12
        2196	           0	          15
        2197	           0	          15
        2198	           0	          13
        2199	           0	          14
        2200	           0	          14
        2201	           0	          11
        2202	           0	          12
        2203	           0	          15
        2204	           0	          12
        2205	           0	          13
        2206	           0	          13
        2207	           0	          13
        2208	           0	          15
        2209	           0	          12
        2210	           0	          13
        2211	           0	          13
        2212	           0	          13
        2213	           0	          10
        2214	           0	          13
        2215	           0	          13
        2216	           0	          13
        2217	           0	          12
        2218	           0	          14
        2219	           0	          13
        2220	           0	          12
        2221	           0	          13
        2222	           0	          13
        2223	           0	          12
        2224	           0	          13
        2225	           0	          12
        2226	           0	          14
        2227	           0	          13
        2228	           0	          14
        2229	           0	          14
        2230	           0	          11
        2231	           0	          13
        2232	           0	          13
        2233	           0	          13
        2234	           0	          14
        2235	           0	          13
        2236	           0	          14
        2237	           0	          14
        2238	           0	          13
        2239	           0	          14
        2240	           0	          10
        2241	           0	          14
        2242	           0	          12
        2243	           0	          12
        2244	           0	          13
        2245	           0	          14
        2246	           0	          15
        2247	           0	          14
        2248	           0	          15
        2249	           0	          14
        2250	           0	          12
        2251	           0	          13
        2252	           0	          12
        2253	           0	          15
        2254	           0	          13
        2255	           0	          14
        2256	           0	          13
        2257	           0	          14
        2258	           0	          13
        2259	           0	          14
        2260	           0	          13
        2261	           0	          13
        2262	           0	          12
        2263	           0	          12
        2264	           0	          15
        2265	           0	          14
        2266	           0	          13
        2267	           0	          12
        2268	           0	          12
        2269	           0	          11
        2270	           0	          13
        2271	           0	          13
        2272	           0	          13
        2273	           0	          10
        2274	           0	          13
        2275	           0	          11
        2276	           0	          14
        2277	           0	          14
        2278	           0	          12
        2279	           0	          11
        2280	           0	          15
        2281	           0	          14
        2282	           0	          12
        2283	           0	          11
        2284	           0	          14
        2285	           0	          13
        2286	           0	          14
        2287	           0	          11
        2288	           0	          12
        2289	           0	          14
        2290	           0	          12
        2291	           0	          13
        2292	           0	          13
        2293	           0	          13
        2294	           0	          13
        2295	           0	          11
        2296	           0	          12
        2297	           0	          13
        2298	           0	          14
        2299	           0	          12
        2300	           0	          12
        2301	           0	          12
        2302	           0	          14
        2303	           0	          12
        2304	           0	          13
        2305	           0	          13
        2306	           0	          14
        2307	           0	          12
        2308	           0	          13
        2309	           0	          13
        2310	           0	          12
        2311	           0	          14
        2312	           0	          13
        2313	           0	          12
        2314	           0	          13
        2315	           0	          13
        2316	           0	          13
        2317	           0	          13
        2318	           0	          13
        2319	           0	          15
        2320	           0	          13
        2321	           0	          15
        2322	           0	          14
        2323	           0	          14
        2324	           0	          11
        2325	           0	          15
        2326	           0	          14
        2327	           0	          15
        2328	           0	          14
        2329	           0	          14
        2330	           0	          13
        2331	           0	          14
        2332	           0	          14
        2333	           0	          14
        2334	           0	          10
        2335	           0	          11
        2336	           0	          14
        2337	           0	          12
        2338	           0	          13
        2339	           0	          13
        2340	           0	          13
        2341	           0	          13
        2342	           0	          13
        2343	           0	          14
        2344	           0	          12
        2345	           0	          13
        2346	           0	          14
        2347	           0	          12
        2348	           0	          11
        2349	           0	          14
        2350	           0	          15
        2351	           0	          12
        2352	           0	          14
        2353	           0	          14
        2354	           0	          14
        2355	           0	          15
        2356	           0	          14
        2357	           0	          14
        2358	           0	          13
        2359	           0	          12
        2360	           0	          12
        2361	           0	          13
        2362	           0	          13
        2363	           0	          14
        2364	           0	          15
        2365	           0	          13
        2366	           0	          12
        2367	           0	          14
        2368	           0	          13
        2369	           0	          12
        2370	           0	          14
        2371	           0	          13
        2372	           0	          13
        2373	           0	          14
        2374	           0	          14
        2375	           0	          14
        2376	           0	          12
        2377	           0	          11
        2378	           0	          13
        2379	           0	          12
        2380	           0	          13
        2381	           0	          12
        2382	           0	          14
        2383	           0	          13
        2384	           0	          14
        2385	           0	          11
        2386	           0	          13
        2387	           0	          13
        2388	           0	          13
        2389	           0	          12
        2390	           0	          13
        2391	           0	          13
        2392	           0	          13
        2393	           0	          14
        2394	           0	          10
        2395	           0	          12
        2396	           0	          11
        2397	           0	          14
        2398	           0	          12
        2399	           0	          13
        2400	           0	          14
        2401	           0	          14
        2402	           0	          16
        2403	           0	          14
        2404	           0	          12
        2405	           0	          12
        2406	           0	          14
        2407	           0	          13
        2408	           0	          13
        2409	           0	          12
        2410	           0	          12
        2411	           0	          14
        2412	           0	          12
        2413	           0	          12
        2414	           0	          13
        2415	           0	          13
        2416	           0	          14
        2417	           0	          14
        2418	           0	          12
        2419	           0	          13
        2420	           0	          14
        2421	           0	          14
